rank,outreach_score,tier,industry_fit,business,niche,city,phone,email,why_warm,pitch,website,id
1559,57,C,medium,Gold Circle Realty,real estate,Clearlake Oaks,(707) 998-3035,larryl@goldcirclerealty.com,Has a site; has phone + email,"Hi, I help Clearlake Oaks real estates like Gold Circle Realty get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.goldcirclerealty.com/,69dc9b37-c99e-4525-9204-46371bbb5a27
1560,57,C,medium,Lakeport Camper & Truck,recreational vehicle dealer,Lakeport,(707) 263-7755,info@bbbemail.org,Has a site; has phone + email,"Hi, I help Lakeport recreational vehicle dealers like Lakeport Camper & Truck get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.lakeportcamper.com/,4ed779f3-507c-404d-99ff-990929bef7ad
1561,57,C,medium,Modern R-V,recreational vehicle dealer,Lower Lake,(707) 900-8238,info@modernrvcenter.com,Has a site; has phone + email,"Hi, I help Lower Lake recreational vehicle dealers like Modern R-V get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.modernrvcenter.com,b30a434e-27e7-422c-a83c-2864732542be
1562,57,C,medium,UCC Rental & Rv,recreational vehicle dealer,Lakeport,(707) 263-6488,rod@unisys.com,Has a site; has phone + email,"Hi, I help Lakeport recreational vehicle dealers like UCC Rental & Rv get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://exmark.com,5c592d20-d745-452b-8c21-32b3ce20becd
1563,57,C,medium,UCC Equipment Rental,rental service,Lakeport,(707) 263-6488,office.admin@uccrental.com,Has a site; has phone + email,"Hi, I help Lakeport rental services like UCC Equipment Rental get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://uccrental.com/,55788e41-4b02-4797-a6a6-83e9ab854e5e
1564,57,C,medium,Beachcomber Resort,resort,Lucerne,(707) 274-6639,cfincheroflucerne@gmail.com,Has a site; has phone + email,"Hi, I help Lucerne resorts like Beachcomber Resort get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.thebeachcomberresort.com/login,a4d44a4f-cb91-46f9-9485-9294403505e5
1565,57,C,medium,Blue Fish Cove Resort,resort,Glenhaven,(707) 998-1769,stay@bluefishcove.com,Has a site; has phone + email,"Hi, I help Glenhaven resorts like Blue Fish Cove Resort get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.bluefishcove.com,aa525d7f-78a0-4812-859a-a581c5e56bd0
1566,57,C,medium,Jules Resort,resort,Clearlake,(707) 994-6491,lakeshoreresorts@yahoo.com,Has a site; has phone + email,"Hi, I help Clearlake resorts like Jules Resort get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.julesresort.com,184a6c92-5ae7-4085-801d-5ccbb3f3ccda
1567,57,C,medium,Vista Del Lago Resort,resort,Clearlake,(707) 349-9768,vdlresort@gmail.com,Has a site; has phone + email,"Hi, I help Clearlake resorts like Vista Del Lago Resort get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://vdlresort.com,0f2762d5-bd6a-437f-9b36-bc7c2ec50e42
1568,57,C,medium,Blue Lakes Village RV Park,rv park,Upper Lake,(707) 348-4895,info@bluelakesvillage.com,Has a site; has phone + email,"Hi, I help Upper Lake rv parks like Blue Lakes Village RV Park get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://Www.bluelakesvillage.com/,f64182fb-024f-4226-8ad9-70245c0210aa
1569,57,C,medium,Dutcher Creek Village,rv park,Cloverdale,(707) 894-4829,info@winecountryrv.net,Has a site; has phone + email,"Hi, I help Cloverdale rv parks like Dutcher Creek Village get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.winecountryrv.net,58851855-4570-4254-89dc-a6a2787de00b
1570,57,C,medium,Ginger Rose Rv Park,rv park,Cloverdale,(707) 280-6022,gingerroservpark@yahoo.com,Has a site; has phone + email,"Hi, I help Cloverdale rv parks like Ginger Rose Rv Park get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://gingerroservparkllc.com/,f74827d5-6f7e-49af-958f-f2a0e6531120
1571,57,C,medium,Konocti Shores,rv park,Kelseyville,(707) 289-4236,manager@konocti-shores.com,Has a site; has phone + email,"Hi, I help Kelseyville rv parks like Konocti Shores get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.Konocti-Shores.com/,cafa3589-ccc1-4b1b-985f-70920c25e00f
1572,57,C,medium,Lucerne On the Lake,rv park,Lucerne,(707) 876-6972,ukiah@boavidamhp.com,Has a site; has phone + email,"Hi, I help Lucerne rv parks like Lucerne On the Lake get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.boavidacommunities.com/communities/lucerne-on-the-lake/,55f636ec-692f-4e10-a908-41df00122b18
1573,57,C,medium,Northport Trailer Resort,rv park,Lakeport,(707) 263-6311,mcqueen@mchsi.com,Has a site; has phone + email,"Hi, I help Lakeport rv parks like Northport Trailer Resort get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.campingfriend.com/NorthportTrailerResort/default.asp,d71b23cb-343e-4622-bdfe-c9bcb44aec21
1574,57,C,medium,Sandpiper RV Park,rv park,Upper Lake,(707) 274-4448,sandpiper2630@att.net,Has a site; has phone + email,"Hi, I help Upper Lake rv parks like Sandpiper RV Park get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://sandpiper-rv-park.hub.biz,fd5193c9-ffa6-4b77-bd02-60a14d97c772
1575,57,C,medium,The Hue De Laroque Family Farm,sandwich shop,Clearlake Oaks,(707) 837-3190,hdlfarm@live.com,Has a site; has phone + email,"Hi, I help Clearlake Oaks sandwich shops like The Hue De Laroque Family Farm get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.hdlfarm.com,6b7db0ca-deb8-4317-a610-2e4b7453272e
1576,57,C,medium,Disney’s Screen Printing,screen printing t shirt printing,Lakeport,(707) 349-6461,disneyscreenprinting@gmail.com,Has a site; has phone + email,"Hi, I help Lakeport screen printing t shirt printings like Disney’s Screen Printing get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.disneyscreenprinting.com/,459685ce-b82e-4267-9867-63495160951e
1577,57,C,medium,11th Street Mini Storage,self storage facility,Lakeport,(707) 263-7864,scott@btumarketing.com,Has a site; has phone + email,"Hi, I help Lakeport self storage facilitys like 11th Street Mini Storage get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.11thstreetministorage.com/,b9a1e7d4-93a1-44bc-9f55-7d58c7cd8ca0
1578,57,C,medium,Big Oak Center,self storage facility,Clearlake Oaks,(707) 998-3391,message@bigoakcenter.com,Has a site; has phone + email,"Hi, I help Clearlake Oaks self storage facilitys like Big Oak Center get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://bigoakcenter.com/,806bde3c-ec04-427f-b020-005d222e5429
1579,57,C,medium,Clearlake Self Storage,self storage facility,Clearlake,(707) 709-0800,clearlakeselfstorage@gmail.com,Has a site; has phone + email,"Hi, I help Clearlake self storage facilitys like Clearlake Self Storage get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://clearlakeselfstorage.com/,54bc9167-42a9-4aa0-84bb-f5eae4f7efa5
1580,57,C,medium,Harbor Lucerne Mini Storage,self storage facility,Lucerne,(707) 245-5147,harborlucerneministorage@gmail.com,Has a site; has phone + email,"Hi, I help Lucerne self storage facilitys like Harbor Lucerne Mini Storage get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.HarborLucerneMiniStorage.com/,56ae026a-1dc9-4f1b-9532-0e81a1225d16
1581,57,C,medium,Highway 29 Mini Storage,self storage facility,Lakeport,(707) 263-3813,hwy29ministorage@gmail.com,Has a site; has phone + email,"Hi, I help Lakeport self storage facilitys like Highway 29 Mini Storage get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.hwy29mini.com/,34040ea4-445d-4655-ae5f-8ba35bd6546b
1582,57,C,medium,Hill Road Self-Storage,self storage facility,Lakeport,(707) 463-0907,hillroadstorage@gmail.com,Has a site; has phone + email,"Hi, I help Lakeport self storage facilitys like Hill Road Self-Storage get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.hillroadselfstorage.com/,6ff57db3-6042-4f0b-952b-df331cc60588
1583,57,C,medium,Lakeport Boat and Dry Storage,self storage facility,Lakeport,(707) 267-7035,lakestorage@sbcglobal.net,Has a site; has phone + email,"Hi, I help Lakeport self storage facilitys like Lakeport Boat and Dry Storage get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.lakeport-ca.findstoragefast.com,d2366d67-5187-45f9-a190-5ba68f9ca2fd
1584,57,C,medium,Vintage Court Mini Storage,self storage facility,Middletown,(707) 987-0103,vintagecourtministorage@gmail.com,Has a site; has phone + email,"Hi, I help Middletown self storage facilitys like Vintage Court Mini Storage get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.vintagecourtministorage.com/18100-c-vintage-court-middletown-ca-95461?utm_source=birdeye&utm_medium=listing&utm_campaign=birdeye,35e7ebb4-ba0a-416b-96ed-c1396175b18f
1585,57,C,medium,Highlands Senior Center,senior citizen services,Clearlake,(707) 994-3051,hssc@lake.org,Has a site; has phone + email,"Hi, I help Clearlake senior citizen servicess like Highlands Senior Center get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.hsscclearlake.org/,9bbe03bf-36ea-43e5-b23b-c79e91fbc7e3
1586,57,C,medium,Lakeport Senior Center,senior citizen services,Lakeport,(707) 263-4218,denisej@lakefrc.org,Has a site; has phone + email,"Hi, I help Lakeport senior citizen servicess like Lakeport Senior Center get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://lcseniors.com/,cd42ec95-c5e2-4c59-8b4c-73c7a9fd519e
1587,57,C,medium,Suite On Main Kelseyville,service apartments,Kelseyville,(707) 349-5682,info@suiteonmain.com,Has a site; has phone + email,"Hi, I help Kelseyville service apartmentss like Suite On Main Kelseyville get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.suiteonmain.com/,f8bb435d-15d8-4637-871b-13bc8bb2ab82
1588,57,C,medium,Cloverdale Quilting,sewing and alterations,Cloverdale,(415) 577-8407,cloverdalequilting@gmail.com,Has a site; has phone + email,"Hi, I help Cloverdale sewing and alterationss like Cloverdale Quilting get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.cloverdalequilting.com/,fadb2a1c-0fd0-47ce-9b83-83161cb7094f
1589,57,C,medium,Middletown Mail & More,shipping center,Middletown,(707) 809-7536,middletownmailandmore@gmail.com,Has a site; has phone + email,"Hi, I help Middletown shipping centers like Middletown Mail & More get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://middletownmailandmore.com/,b1f451e3-f9b4-4b41-95ff-1d88b3b28edb
1590,57,C,medium,Anderson Marsh State Historic Park,skate park,Lower Lake,(707) 279-2267,andersonmarshstatehistoricpark@gmail.com,Has a site; has phone + email,"Hi, I help Lower Lake skate parks like Anderson Marsh State Historic Park get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.parks.ca.gov/andersonmarshstatehistoricpark,ec995000-960f-4c00-9fbc-25caa4d6c2f0
1591,57,C,medium,Clear Lake State Park,skate park,Kelseyville,(707) 279-2267,clearlakestatepark@gmail.com,Has a site; has phone + email,"Hi, I help Kelseyville skate parks like Clear Lake State Park get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.parks.ca.gov/?page_id=473,cbac9b58-68de-4a73-9fae-b5bf8a6beed9
1592,57,C,medium,Norcal Skydiving,sky diving,Cloverdale,(707) 894-2096,info@norcalskydiving.com,Has a site; has phone + email,"Hi, I help Cloverdale sky divings like Norcal Skydiving get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://norcalskydiving.com/,2b7da6f6-e4d4-4bd0-be28-b9c92c70173a
1593,57,C,medium,Clear Lake Keys Club,social service organizations,Clearlake Oaks,(707) 998-3326,webmaster@clokeysclub.com,Has a site; has phone + email,"Hi, I help Clearlake Oaks social service organizationss like Clear Lake Keys Club get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://clokeysclub.com/,eb803401-eae6-4b0f-9672-b5913dbe8f35
1594,57,C,medium,Lakeport Elks Lodge,social service organizations,Lakeport,(707) 263-8422,lakeportelks@pacific.net,Has a site; has phone + email,"Hi, I help Lakeport social service organizationss like Lakeport Elks Lodge get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.elks.org/lodges/home.cfm?LodgeNumber=2704,d95e04ba-f52a-4d73-97df-226f45a776ca
1595,57,C,medium,Flouracity,software development,Geyserville,(707) 814-0061,blooming@flouracity.com,Has a site; has phone + email,"Hi, I help Geyserville software developments like Flouracity get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.flouracity.com/,7fb1c10e-ac7c-4247-a431-a8b89fdb80c9
1596,57,C,medium,Maherajah water skis,sporting goods,Kelseyville,(707) 272-2564,maher_bob@maherajah.com,Has a site; has phone + email,"Hi, I help Kelseyville sporting goodss like Maherajah water skis get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.maherajah.com,5a6a443f-10d6-4004-8346-b96a3d959e6d
1597,57,C,medium,Jim's Mini Storage,storage facility,Clearlake,(707) 994-5467,jimsm@att.net,Has a site; has phone + email,"Hi, I help Clearlake storage facilitys like Jim's Mini Storage get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.jimsministorage.net/,6773f996-89d6-4d13-9d6c-e5e6f261bc10
1598,57,C,medium,Kelseyville Main Street Storage,storage facility,Kelseyville,(707) 772-9728,kelseyvillemainstreetstorage@gmail.com,Has a site; has phone + email,"Hi, I help Kelseyville storage facilitys like Kelseyville Main Street Storage get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://Www.kelseyvillemainstreetstorage.com/,a84a1693-5f66-4a40-8cb9-8b5fcf2c7fbe
1599,57,C,medium,Lakeport Storage,storage facility,Lakeport,(707) 263-3220,manager@lakeportstorage.com,Has a site; has phone + email,"Hi, I help Lakeport storage facilitys like Lakeport Storage get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.lakeportstorage.com/,a00416fa-e152-454a-8110-317767b32e91
1600,57,C,medium,Rosales Market,supermarket,Middletown,(707) 987-9416,market.rosales@gmail.com,Has a site; has phone + email,"Hi, I help Middletown supermarkets like Rosales Market get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://rosales-market.hub.biz/,15b51865-0201-4415-9bc0-73624dd33e27
1601,57,C,medium,Mad Mountain Wireless,telecommunications company,Lakeport,(707) 900-5075,lakeportmadmountain@gmail.com,Has a site; has phone + email,"Hi, I help Lakeport telecommunications companys like Mad Mountain Wireless get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://att.com/mystore/VL007GR6,0e7ce3d8-574f-4ddf-8471-b4cdcced14a5
1602,57,C,medium,Hospice Services of Lake County Thrift Store,thrift store,Lakeport,(707) 263-6223,eporter@lakecountyhospice.org,Has a site; has phone + email,"Hi, I help Lakeport thrift stores like Hospice Services of Lake County Thrift Store get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.ebay.com/usr/hospicethrift23,b685c7ed-892b-4d3c-9b82-83f3c2ed128a
1603,57,C,medium,St John's Thrift Store,thrift store,Lakeport,(707) 263-4785,saintjohnslakeport@gmail.com,Has a site; has phone + email,"Hi, I help Lakeport thrift stores like St John's Thrift Store get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.saintjohnslakeport.org,4d3c1637-6dfa-44f9-a8f0-c87292689139
1604,57,C,medium,St Vincent de Paul Thrift Store,thrift store,Lower Lake,(707) 995-1724,admin@svdp-lake.org,Has a site; has phone + email,"Hi, I help Lower Lake thrift stores like St Vincent de Paul Thrift Store get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.co.lake.ca.us/,8a8766f0-dfba-422f-80b2-da63a907f9b8
1605,57,C,medium,United Methodist Women's Thrift Shop,thrift store,Middletown,(707) 987-9743,garretts19@mchsi.com,Has a site; has phone + email,"Hi, I help Middletown thrift stores like United Methodist Women's Thrift Shop get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.lakecountywebsites.com/webdesign,509b18ff-1791-4c14-a696-3a9708436918
1606,57,C,medium,Raya's Towing,towing service,Lakeport,(707) 533-6661,rayastowing@gmail.com,Has a site; has phone + email,"Hi, I help Lakeport towing services like Raya's Towing get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.rayastowingllc.org/,3d3b71dd-dbc9-4c2c-ab66-b8c468034bac
1607,57,C,medium,Youngs Automotive and Towing,towing service,Kelseyville,(707) 279-0116,youngsauto_tow@yahoo.com,Has a site; has phone + email,"Hi, I help Kelseyville towing services like Youngs Automotive and Towing get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.kenyoungsauto.com/,140fe072-ea14-4396-82e8-827a831f6809
1608,57,C,medium,Cloverdale City Hall,town hall,Cloverdale,(707) 894-2521,bkibby@ci.cloverdale.ca.us,Has a site; has phone + email,"Hi, I help Cloverdale town halls like Cloverdale City Hall get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://cloverdale.net,8c829eba-e2cb-43c9-ae7d-43c097df842f
1609,57,C,medium,Tomkins Tax Consultants,trusts,Lakeport,(707) 564-6177,tomkinssocialmedia@gmail.com,Has a site; has phone + email,"Hi, I help Lakeport trustss like Tomkins Tax Consultants get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://tomkinstax.com/,3be197a4-8919-4fb3-93b8-e9af4a1deba0
1610,57,C,medium,Lady Luck Garage,used car dealer,Kelseyville,(707) 533-7621,ladyluckgarage@gmail.com,Has a site; has phone + email,"Hi, I help Kelseyville used car dealers like Lady Luck Garage get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://ladyluckgarage.com/,f51bc751-f2c6-4f6b-bb25-16f2cd802342
1611,57,C,medium,Gin'gilli's Vintage Home,used vintage and consignment,Geyserville,(707) 857-3509,gingillis.elisa@gmail.com,Has a site; has phone + email,"Hi, I help Geyserville used vintage and consignments like Gin'gilli's Vintage Home get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.gingillis.com/,bdb5ad7d-43aa-44b0-b202-b5dcffe6566f
1612,57,C,medium,The Game Hub,video game store,Lower Lake,(707) 994-9909,thegamehub@hotmail.com,Has a site; has phone + email,"Hi, I help Lower Lake video game stores like The Game Hub get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.thegamehub.net,b8c0b386-4a34-45eb-8ec3-1425a2331203
1613,57,C,medium,Buckingham Park Water Dist.,water supplier,Kelseyville,(707) 279-8568,bpwd@mchsi.com,Has a site; has phone + email,"Hi, I help Kelseyville water suppliers like Buckingham Park Water Dist. get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.co.lake.ca.us,feb99b1a-0d55-46b6-8b1d-db47b169229f
1614,57,C,medium,Hidden Valley Lake Community Services District,water supplier,Hidden Valley Lake,(707) 987-9201,info@hvlcsd.org,Has a site; has phone + email,"Hi, I help Hidden Valley Lake water suppliers like Hidden Valley Lake Community Services District get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.hvlcsd.org/,bd292a9e-163d-46b2-a0ab-ec62868afea1
1615,57,C,medium,Konocti County Water District,water supplier,Clearlake,(707) 994-2561,konoctiwater@mchsi.com,Has a site; has phone + email,"Hi, I help Clearlake water suppliers like Konocti County Water District get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.konocticountywaterdistrict.com,5c37b359-49f7-46b2-8a85-91b452095b7e
1616,57,C,medium,Food Imagineering,wholesale store,Healdsburg,(650) 438-4480,info@foodimagineering.com,Has a site; has phone + email,"Hi, I help Healdsburg wholesale stores like Food Imagineering get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.foodimagineering.com,7fc4bb37-cc58-4eb0-b5bd-197eff14d4bf
1617,57,C,medium,Law Office of Dennis A Fordham,wills trusts and probate,Lakeport,(707) 263-3235,dennis@dennisfordhamlaw.com,Has a site; has phone + email,"Hi, I help Lakeport wills trusts and probates like Law Office of Dennis A Fordham get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.DennisFordhamLaw.com/,4b7075d1-2a32-4046-97b0-ac6fe920041e
1618,56,C,medium,North Bay Animal Services Clearlake,animal shelter,Clearlake,(707) 762-6227,info@northbayanimalservices.org,Has a site; has phone + email,"Hi, I help Clearlake animal shelters like North Bay Animal Services Clearlake get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.northbayanimalservices.org/,952a59a3-0367-445e-a228-e09e2a889bfc
1619,56,C,medium,Lake County CA Marines,armed forces branch,Lakeport,(707) 575-5611,joshua.mccorkle.12mcd@gmail.com,Has a site; has phone + email,"Hi, I help Lakeport armed forces branchs like Lake County CA Marines get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.marines.com/rssfo,ca5b5e24-f0c0-46cd-bfca-8bcbfc599306
1620,56,C,medium,Lcsopa Lake County School of Performing Arts,art school,Hidden Valley Lake,(916) 805-1901,asilkroadgroove@gmail.com,Has a site; has phone + email,"Hi, I help Hidden Valley Lake art schools like Lcsopa Lake County School of Performing Arts get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.lcsopa.com/,5a2a729a-a342-474f-a21a-b4268e8ca053
1621,56,C,medium,The Archives - By Dallas A. Saunders,b2b textiles,Geyserville,(707) 708-9065,dallas@mattedprint.com,Has a site; has phone + email,"Hi, I help Geyserville b2b textiless like The Archives - By Dallas A. Saunders get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.mattedprint.com/,dbdc535b-f45e-415e-b193-aa3963fdbaa0
1622,56,C,medium,West America Bank,banks,Upper Lake,(707) 275-8170,pam@westbankiowa.com,Has a site; has phone + email,"Hi, I help Upper Lake bankss like West America Bank get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.westamerica.com,b77ae0df-b24a-4e30-b665-3bfffbe60753
1623,56,C,medium,Main Street Bicycles,bicycle shop,Lakeport,(707) 263-3344,lakecountybikes@gmail.com,Has a site; has phone + email,"Hi, I help Lakeport bicycle shops like Main Street Bicycles get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.konoctibicycles.com/,3c661f95-e99d-46f0-b207-1ab385859975
1624,56,C,medium,Hull Mountain Lodge & Cabins,cabin,Lake Pillsbury Ranch,(760) 473-8368,hullmtnheather@yahoo.com,Has a site; has phone + email,"Hi, I help Lake Pillsbury Ranch cabins like Hull Mountain Lodge & Cabins get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://www.airbnb.com/h/lakepillsbury-studiocabin-kitchenette-mendocinonationalforest-hullmtcabins,12c8475b-db1a-4df9-b2c2-5a38bd6080dd
1625,56,C,medium,KOA Kampground,campground,Cloverdale,(707) 894-3337,clovkoa@sonic.net,Has a site; has phone + email,"Hi, I help Cloverdale campgrounds like KOA Kampground get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://koa.com/campgrounds/cloverdale/,3b774af8-f927-4547-bfe2-fbe75b2b2cfd
1626,56,C,medium,Stillaguamish Valley Learning Center,education,Arlington,(360) 618-6440,kmarsh@asd.wednet.edu,Has a site; has phone + email,"Hi, I help Arlington educations like Stillaguamish Valley Learning Center get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",https://stillaguamish.asd.wednet.edu/,d8c83266-b660-4734-86dd-ca4a8a917c48
1627,56,C,medium,Cole Creek Equestrian Center,equestrian facility,Kelseyville,(707) 279-0915,colecreekequestrian@hotmail.com,Has a site; has phone + email,"Hi, I help Kelseyville equestrian facilitys like Cole Creek Equestrian Center get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.colecreekequestrian.com,7f4ddd5a-b04a-4540-a453-1d7ae66aa223
1628,56,C,medium,Pine Mountain Olive Farm,farm,Cloverdale,(707) 894-4191,info@pinemountainolivefarm.com,Has a site; has phone + email,"Hi, I help Cloverdale farms like Pine Mountain Olive Farm get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.PineMountainOlivefarm.com/,b319aceb-69a2-4cd3-ad40-1642fb280e1a
1629,56,C,medium,Aqua Gardens Family Farm,farmers market,Potter Valley,(707) 621-0484,jed@aquagardensfamilyfarm.com,Has a site; has phone + email,"Hi, I help Potter Valley farmers markets like Aqua Gardens Family Farm get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.aquagardensfamilyfarm.com/,dea78bff-4add-4d18-b6e0-922c2f15ce32
1630,56,C,medium,Cache Creek Super Foods,farmers market,Clearlake Oaks,(213) 248-4929,charwinward@icloud.com,Has a site; has phone + email,"Hi, I help Clearlake Oaks farmers markets like Cache Creek Super Foods get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://cachecreeksuperfoods.com/,352507e3-a995-496a-8986-f581c88e222d
1631,56,C,medium,Davis Wealth Planning,financial service,Lakeport,(707) 972-2664,jeffdavis@thesfa.net,Has a site; has phone + email,"Hi, I help Lakeport financial services like Davis Wealth Planning get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://SFA.net/,4879f89e-32c3-48bb-822e-ae19a6368494
1632,56,C,medium,Lake Pillsbury Fire Protection District,fire protection service,Potter Valley,(707) 433-8217,lakepillsburyfire@gmail.com,Has a site; has phone + email,"Hi, I help Potter Valley fire protection services like Lake Pillsbury Fire Protection District get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.lakepillsburyfire.com/,864b0566-4404-49a1-b804-60a8fcab9b89
1633,56,C,medium,Blue Flame Glass,glass and mirror sales service,Kelseyville,(707) 529-7660,blueflamejay@gmail.com,Has a site; has phone + email,"Hi, I help Kelseyville glass and mirror sales services like Blue Flame Glass get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.theplasmatorium.com/,a8b23542-3a36-4651-9dfc-fcbfbb8bc3e3
1634,56,C,medium,Rob Roy Golf Club,golf course,Cobb,(707) 928-0121,info@robroygolfclub.com,Has a site; has phone + email,"Hi, I help Cobb golf courses like Rob Roy Golf Club get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.robroygolfclub.com/restaurant.htm,9f319186-eb52-4dee-8e91-a51e9b14f352
1635,56,C,medium,1690 Lake House,holiday rental home,Clearlake,(702) 218-6710,toppromote1@gmail.com,Has a site; has phone + email,"Hi, I help Clearlake holiday rental homes like 1690 Lake House get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.vrbo.com/423584,b4ca6f8e-8f9e-477b-a30a-8e1faeb68712
1636,56,C,medium,Lake County Pumpers,home service,Lower Lake,(707) 672-9023,lakecountypumpers@gmail.com,Has a site; has phone + email,"Hi, I help Lower Lake home services like Lake County Pumpers get more customers from their website (speed, mobile, Google ranking). Could I send a free audit of your current site?",http://www.lakecountypumpers.com,3210e47e-9efb-40ca-b21e-51b6ab69bff9
